gene,Gene_id,tss,gene_end,Strand,chr,start,end,start_factor,end_factor,promoter_factor,promoter
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103528202,103528576,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103528701,103529008,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103531627,103531956,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103533096,103533367,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103533486,103533863,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103534477,103534838,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103537486,103538559,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103422381,103423424,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103424427,103424747,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103431932,103432206,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103446564,103446814,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103450888,103451171,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103454897,103455142,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103458639,103459213,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103478157,103478463,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103488039,103488392,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103497928,103498296,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103498916,103499232,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103499933,103500296,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103501587,103501896,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103503918,103504214,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103505734,103506077,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103514301,103514825,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103515944,103516238,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103517190,103517589,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103518572,103518918,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103521947,103522266,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103527548,103527954,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103528202,103528576,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103528701,103529008,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103531627,103531956,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103533096,103533367,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103533486,103533863,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103534477,103534838,-5,5,-200,102501131
NFKB1,ENSG00000109320,102501331,102617302,1,chr4,103537486,103538559,-5,5,-200,102501131
NFKB2,ENSG00000077150,102394110,102402524,1,chr10,104154124,104154631,-5,5,-200,102393910
NFKB2,ENSG00000077150,102394110,102402524,1,chr10,104155327,104155837,-5,5,-200,102393910
NFKB2,ENSG00000077150,102394110,102402524,1,chr10,104155905,104156346,-5,5,-200,102393910
NFKB2,ENSG00000077150,102394110,102402524,1,chr10,104156377,104156912,-5,5,-200,102393910
NFKB2,ENSG00000077150,102394110,102402524,1,chr10,104156954,104157542,-5,5,-200,102393910
NFKB2,ENSG00000077150,102394110,102402524,1,chr10,104157633,104158380,-5,5,-200,102393910
NFKB2,ENSG00000077150,102394110,102402524,1,chr10,104158391,104159575,-5,5,-200,102393910
NFKB2,ENSG00000077150,102394110,102402524,1,chr10,104159732,104161375,-5,5,-200,102393910
NFKB2,ENSG00000077150,102394110,102402524,1,chr10,104161397,104162381,-5,5,-200,102393910
NFKB2,ENSG00000077150,102394110,102402524,1,chr10,104154124,104154631,-5,5,-200,102393910
NFKB2,ENSG00000077150,102394110,102402524,1,chr10,104155327,104155837,-5,5,-200,102393910
NFKB2,ENSG00000077150,102394110,102402524,1,chr10,104155905,104156346,-5,5,-200,102393910
NFKB2,ENSG00000077150,102394110,102402524,1,chr10,104156377,104156912,-5,5,-200,102393910
NFKB2,ENSG00000077150,102394110,102402524,1,chr10,104156954,104157542,-5,5,-200,102393910
NFKB2,ENSG00000077150,102394110,102402524,1,chr10,104157633,104158380,-5,5,-200,102393910
NFKB2,ENSG00000077150,102394110,102402524,1,chr10,104158391,104159575,-5,5,-200,102393910
NFKB2,ENSG00000077150,102394110,102402524,1,chr10,104159732,104161375,-5,5,-200,102393910
NFKB2,ENSG00000077150,102394110,102402524,1,chr10,104161397,104162381,-5,5,-200,102393910
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89057429,89060144,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89068918,89069351,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89070520,89070783,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89073136,89073439,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89075147,89075461,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89088035,89088311,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89106505,89106760,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89133090,89133647,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89135399,89135810,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89154975,89155250,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89165857,89166124,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89173761,89173983,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89176494,89177500,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89182513,89182792,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89184858,89185163,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89221979,89222261,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89223531,89224833,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89225194,89225492,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89231070,89231455,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89279710,89279963,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89322513,89322879,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89057429,89060144,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89068918,89069351,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89070520,89070783,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89073136,89073439,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89075147,89075461,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89088035,89088311,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89106505,89106760,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89133090,89133647,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89135399,89135810,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89154975,89155250,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89165857,89166124,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89173761,89173983,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89176494,89177500,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89182513,89182792,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89184858,89185163,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89221979,89222261,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89223531,89224833,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89225194,89225492,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89231070,89231455,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89279710,89279963,5,-5,200,89324553
NOX4,ENSG00000086991,89324353,89498187,-1,chr11,89322513,89322879,5,-5,200,89324553
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226548297,226550053,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226550705,226550961,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226551549,226552173,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226552608,226552955,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226553560,226555409,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226555805,226556122,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226558040,226558916,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226561832,226562155,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226564714,226565104,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226566748,226567075,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226567179,226567442,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226567528,226567965,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226568674,226569009,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226570642,226570984,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226573110,226573481,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226573932,226574243,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226576262,226576556,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226578016,226578425,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226579805,226580115,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226580246,226580781,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226589589,226590180,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226595416,226595880,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,224102646,224102900,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226548297,226550053,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226550705,226550961,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226551549,226552173,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226552608,226552955,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226553560,226555409,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226555805,226556122,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226558040,226558916,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226561832,226562155,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226564714,226565104,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226566748,226567075,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226567179,226567442,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226567528,226567965,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226568674,226569009,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226570642,226570984,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226573110,226573481,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226573932,226574243,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226576262,226576556,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226578016,226578425,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226579805,226580115,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226580246,226580781,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226589589,226590180,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226595416,226595880,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226548297,226550053,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226550705,226550961,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226551549,226552173,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226552608,226552955,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226553560,226555409,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226555805,226556122,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226558040,226558916,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226561832,226562155,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226564714,226565104,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226566748,226567075,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226567179,226567442,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226567528,226567965,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226568674,226569009,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226570642,226570984,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226573110,226573481,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226573932,226574243,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226576262,226576556,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226578016,226578425,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226579805,226580115,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226580246,226580781,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226589589,226590180,5,-5,200,226360891
PARP1,ENSG00000143799,226360691,226408093,-1,chr1,226595416,226595880,5,-5,200,226360891
PAX3,ENSG00000135903,222199888,222298996,-1,chr2,223064512,223067009,5,-5,200,222200088
PAX3,ENSG00000135903,222199888,222298996,-1,chr2,223084764,223085173,5,-5,200,222200088
PAX3,ENSG00000135903,222199888,222298996,-1,chr2,223085846,223086518,5,-5,200,222200088
PAX3,ENSG00000135903,222199888,222298996,-1,chr2,223096702,223097102,5,-5,200,222200088
PAX3,ENSG00000135903,222199888,222298996,-1,chr2,223158254,223159120,5,-5,200,222200088
PAX3,ENSG00000135903,222199888,222298996,-1,chr2,223160152,223160476,5,-5,200,222200088
PAX3,ENSG00000135903,222199888,222298996,-1,chr2,223161602,223162032,5,-5,200,222200088
PAX3,ENSG00000135903,222199888,222298996,-1,chr2,223163155,223163815,5,-5,200,222200088
PAX3,ENSG00000135903,222199888,222298996,-1,chr2,223064512,223067009,5,-5,200,222200088
PAX3,ENSG00000135903,222199888,222298996,-1,chr2,223084764,223085173,5,-5,200,222200088
PAX3,ENSG00000135903,222199888,222298996,-1,chr2,223085846,223086518,5,-5,200,222200088
PAX3,ENSG00000135903,222199888,222298996,-1,chr2,223096702,223097102,5,-5,200,222200088
PAX3,ENSG00000135903,222199888,222298996,-1,chr2,223158254,223159120,5,-5,200,222200088
PAX3,ENSG00000135903,222199888,222298996,-1,chr2,223160152,223160476,5,-5,200,222200088
PAX3,ENSG00000135903,222199888,222298996,-1,chr2,223161602,223162032,5,-5,200,222200088
PAX3,ENSG00000135903,222199888,222298996,-1,chr2,223163155,223163815,5,-5,200,222200088
PICK1,ENSG00000100151,38056311,38075701,1,chr22,38452213,38452705,-5,5,-200,38056111
PICK1,ENSG00000100151,38056311,38075701,1,chr22,38453102,38454265,-5,5,-200,38056111
PICK1,ENSG00000100151,38056311,38075701,1,chr22,38455136,38455452,-5,5,-200,38056111
PICK1,ENSG00000100151,38056311,38075701,1,chr22,38460904,38461333,-5,5,-200,38056111
PICK1,ENSG00000100151,38056311,38075701,1,chr22,38463379,38464221,-5,5,-200,38056111
PICK1,ENSG00000100151,38056311,38075701,1,chr22,38464935,38465229,-5,5,-200,38056111
PICK1,ENSG00000100151,38056311,38075701,1,chr22,38466740,38466998,-5,5,-200,38056111
PICK1,ENSG00000100151,38056311,38075701,1,chr22,38467584,38468114,-5,5,-200,38056111
PICK1,ENSG00000100151,38056311,38075701,1,chr22,38468379,38468717,-5,5,-200,38056111
PICK1,ENSG00000100151,38056311,38075701,1,chr22,38468902,38469199,-5,5,-200,38056111
PICK1,ENSG00000100151,38056311,38075701,1,chr22,38469675,38470558,-5,5,-200,38056111
PICK1,ENSG00000100151,38056311,38075701,1,chr22,38470766,38471808,-5,5,-200,38056111
PICK1,ENSG00000100151,38056311,38075701,1,chr22,38452213,38452705,-5,5,-200,38056111
PICK1,ENSG00000100151,38056311,38075701,1,chr22,38453102,38454265,-5,5,-200,38056111
PICK1,ENSG00000100151,38056311,38075701,1,chr22,38455136,38455452,-5,5,-200,38056111
PICK1,ENSG00000100151,38056311,38075701,1,chr22,38460904,38461333,-5,5,-200,38056111
PICK1,ENSG00000100151,38056311,38075701,1,chr22,38463379,38464221,-5,5,-200,38056111
PICK1,ENSG00000100151,38056311,38075701,1,chr22,38464935,38465229,-5,5,-200,38056111
PICK1,ENSG00000100151,38056311,38075701,1,chr22,38466740,38466998,-5,5,-200,38056111
PICK1,ENSG00000100151,38056311,38075701,1,chr22,38467584,38468114,-5,5,-200,38056111
PICK1,ENSG00000100151,38056311,38075701,1,chr22,38468379,38468717,-5,5,-200,38056111
PICK1,ENSG00000100151,38056311,38075701,1,chr22,38468902,38469199,-5,5,-200,38056111
PICK1,ENSG00000100151,38056311,38075701,1,chr22,38469675,38470558,-5,5,-200,38056111
PICK1,ENSG00000100151,38056311,38075701,1,chr22,38470766,38471808,-5,5,-200,38056111
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38507407,38508962,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38509399,38509761,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38511439,38511956,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38511987,38512517,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38516671,38517147,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38519007,38519365,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38521551,38521798,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38522283,38523565,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38524073,38524537,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38525366,38525669,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38527902,38528218,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38528743,38529120,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38530900,38531191,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38535894,38536276,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38539017,38539601,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38540808,38541085,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38541350,38541760,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38543280,38543582,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38544405,38544730,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38559327,38559779,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38563830,38564197,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38565130,38565578,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38576237,38576511,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38577576,38577937,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38587945,38588207,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38507407,38508962,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38509399,38509761,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38511439,38511956,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38511987,38512517,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38516671,38517147,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38519007,38519365,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38521551,38521798,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38522118,38523565,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38524073,38524537,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38525366,38525669,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38527902,38528218,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38528743,38529120,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38530900,38531191,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38535894,38536276,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38539017,38539601,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38540808,38541085,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38541350,38541760,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38543280,38543582,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38544405,38544730,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38559327,38559779,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38563830,38564197,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38565130,38565578,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38576237,38576511,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38577576,38577937,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38587945,38588207,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38507407,38508962,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38509399,38509761,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38511439,38511956,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38511987,38512517,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38516671,38517147,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38519007,38519365,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38521551,38521798,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38522283,38523565,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38524073,38524537,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38525366,38525669,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38527902,38528218,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38528743,38529120,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38530900,38531191,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38535894,38536276,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38539017,38539601,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38540808,38541085,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38541350,38541760,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38543280,38543582,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38544405,38544730,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38559327,38559779,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38563830,38564197,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38565130,38565578,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38576237,38576511,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38577576,38577937,5,-5,200,38111695
PLA2G6,ENSG00000184381,38111495,38214778,-1,chr22,38587945,38588207,5,-5,200,38111695
RALY,ENSG00000125970,33993646,34108308,1,chr20,32581347,32582037,-5,5,-200,33993446
RALY,ENSG00000125970,33993646,34108308,1,chr20,32617562,32617833,-5,5,-200,33993446
RALY,ENSG00000125970,33993646,34108308,1,chr20,32619223,32619510,-5,5,-200,33993446
RALY,ENSG00000125970,33993646,34108308,1,chr20,32620865,32621145,-5,5,-200,33993446
RALY,ENSG00000125970,33993646,34108308,1,chr20,32652745,32653066,-5,5,-200,33993446
RALY,ENSG00000125970,33993646,34108308,1,chr20,32659767,32660236,-5,5,-200,33993446
RALY,ENSG00000125970,33993646,34108308,1,chr20,32661264,32661772,-5,5,-200,33993446
RALY,ENSG00000125970,33993646,34108308,1,chr20,32663575,32664135,-5,5,-200,33993446
RALY,ENSG00000125970,33993646,34108308,1,chr20,32664397,32664721,-5,5,-200,33993446
